token,frequency,alias_of,search_query,lat,lon,place_id,formatted_address,geocode_source,geocode_confidence,verified,note,dup_coord_group,dup_coord_count,dup_coord_flag
เซ็นทรัล เวสเกต,144,,เซ็นทรัล เวสเกต,13.8763218,100.4113708,ChIJX2AoriCQ4jAR7aglJz3j6YI,199/3 หมู่ที่ 6 ตำบล เสาธงหิน อำเภอบางใหญ่ นนทบุรี 11000,places,high,,,D059,5,"same coords, same place_id"
เซ็นทรัล ชลบุรี,144,,เซ็นทรัล ชลบุรี,13.337248899999999,100.96952929999999,ChIJHRZFgppKHTERiZn-u52F1Qs,"55/88-89, 55, 91, ถ. สุขุมวิท ตำบล เสม็ด อำเภอเมืองชลบุรี ชลบุรี 20000",places,high,,,D057,4,"same coords, same place_id"
สยามพรีเมี่ยม,142,,สยามพรีเมี่ยม,13.7042091,100.83793179999999,ChIJcQ3OT1ppHTER4-KgFGghqec,"989, แขวงขุมทอง เขตลาดกระบัง สมุทรปราการ 10570",places,high,,,D041,3,"same coords, same place_id"
โมบายโลจิสติกส์ (บางพลี),141,,บางพลี โมบายโลจิสติกส์,13.5708881,100.7637069,ChIJXxDdewBbHTERhM14oEPmd7o,"444/14 ,444/15 ตำบล บางปลา อำเภอบางพลี สมุทรปราการ 10540",places,medium,,,D063,3,"same coords, same place_id"
ชัยนาท,136,,ชัยนาท,15.091553699999999,99.99122539999999,ChIJIRWw6IqY4TARoEgIsFT7BAE,ชัยนาท,places,high,,,,,
Mars - CHB,133,มาร์ส เพ็ทแคร์ (ประเทศไทย) จำกัด - ชลบุรี,,,,,,,,,,,,
CB COCONUTS,131,,CB COCONUTS,13.538950999999999,99.915483,ChIJ3dMyCRvY4jARHuaujpXIOCw,269 หมู่1 แพงพวย ตำบล แพงพวย อำเภอดำเนินสะดวก ราชบุรี 70130,places,high,,,D031,2,"same coords, same place_id"
คาร์กิลล์ สระบุรี,130,,คาร์กิลล์ สระบุรี,14.669960600000001,100.8402792,ChIJPRq3GI_kHTERk5zI4VO40F0,MR9R+X4J ตำบล เขาวง อำเภอพระพุทธบาท สระบุรี 18120,places,medium,,,,,
เทพคินโช,129,,เทพคินโช,13.575646299999999,100.3076578,ChIJPbcOSXC44jARuBbvHMX8MLg,76/1-2 หมู่ที่ 3 ถ. เอกชัย ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D068,2,"same coords, same place_id"
PAT 2,127,,PAT 2,12.8142128,99.7969146,ChIJr4PWTADl_DARltIjmUjXJQk,"RQ7W+MQQ, 166, ตำบล ท่าไม้รวก อำเภอท่ายาง เพชรบุรี 76130",places,high,,,,,
โอสถสภา อยุธยา,127,,โอสถสภา อยุธยา,14.322037900000002,100.6140544,ChIJB-6cK7N34jAR3p9f4pqwQNo,8JC7+RJ7 ตำบล คุ้งลาน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160,places,high,,,D072,2,"same coords, same place_id"
โชคสมุทร,126,,โชคสมุทร,13.5599296,100.30309919999999,ChIJPQAAAADH4jARRU3uAzpSsqs,57 40 ซอยสินชัย ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D007,4,"same coords, same place_id"
TRC,126,,TRC,13.591433199999999,100.3275177,ChIJCyKxfUe54jARWdp_TyDBngU,TRC มหาชัย 72/26-27 หมู่2 ถ.เอกชัย-บางบอน คอกกระบือ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,low,,,D071,3,"same coords, same place_id"
KF Foods,125,,KF Foods,13.578808299999999,100.2881752,ChIJpTD8ru644jARczh5mrXGb3E,1 หมู่ที่ 4 ซอยบ้านปลายคลองครุ ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D066,3,"same coords, same place_id"
TFG กบินทร์บุรี,125,,TFG กบินทร์บุรี,13.9930743,101.7161852,ChIJ68wG0haLHDERktUbtZPFqe4,490 ซอย เจ้าสำอางค์ ตำบลกบินทร์ อำเภอกบินทร์บุรี ปราจีนบุรี 25110,places,high,,,,,
LKB 2 ESCO,125,,LKB 2 ESCO,13.7370355,100.76198509999999,ChIJj0W4bFpmHTERX4Q0tAAvSZU,33/4 ซอย ไอซีดี แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520,places,medium,,,,,
HIC,124,,HIC,13.5547992,100.2308853,ChIJQd3Om6TH4jARg1AgtMnXhsg,ตำบล ท่าทราย อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,low,,,,,
ล่ำสูง,122,,ล่ำสูง,13.5342463,100.65662789999999,ChIJfRsHNE5YHTERHw9Z1o_fcc0,GMM4+MMR ตำบล แพรกษา อำเภอเมืองสมุทรปราการ สมุทรปราการ 10280,places,high,,,,,
SCGN นวนคร ปทุมธานี,120,,SCGN นวนคร ปทุมธานี,14.104778999999999,100.58897859999999,ChIJV0IFegB_4jAR-ySDTw_0yII,"60, 132 ถนน นวนคร 15 ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120",places,low,,,D074,2,"same coords, same place_id"
SATS Food (แซตฟู้ด (ปทุมธานี)),119,,SATS Food  แซตฟู้ด  ปทุมธานี,14.125204900000002,100.7080409,ChIJayOcXFiBHTERZC6wPZpaeJI,4PG5+36M ตำบล คลองห้า อำเภอคลองหลวง ปทุมธานี 12120,places,high,,,D075,2,"same coords, same place_id"
วินเนอร์,119,,วินเนอร์,13.609705799999999,100.25609709999999,ChIJFQAAAJC_4jARmrzE73sp4Ds,21/8 หมู่ที่ 2 ตำบล ท่าเสา อำเภอกระทุ่มแบน สมุทรสาคร 74110,places,high,,,,,
N&N,118,,N&N,13.5772639,100.2955963,ChIJL7lk-pG_4jARYVyIXNuHwSA,32 265 นาดี ตำบล นาดี เมือง สมุทรสาคร 74000,places,low,,,,,
LKB,117,,LKB,13.7348611,100.7669706,ChIJ_-O7ymhnHTERz7j2vYdXtFo,33/4 ซ. ไอซีดี 7 แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520,places,low,,,D011,5,"same coords, same place_id"
All Coco,115,,All Coco,13.989564699999999,100.61688629999999,ChIJs3l339iB4jARtm4rQ2_Q_00,94 ล็อคPLZ.B.KIO085 โซนROBINSON ถ. พหลโยธิน ตำบล ประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130,places,high,,,,,
คลังD&P (เวลโกรว์),113,,เวลโกรว์ คลังD&P,13.5885424,100.938643,ChIJXTmMAddAHTER3PDfpMTa55o,HWQQ+CF6 ตำบล บางสมัคร อำเภอบางปะกง ฉะเชิงเทรา 24180,places,low,,,,,
ตลาดยิ่งเจริญ,113,,ตลาดยิ่งเจริญ,13.897336,100.60832459999999,ChIJr0kR_5mC4jARWC_0chAzKSk,651 ถ. พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220,places,high,,,,,
Marine Gold,112,,Marine Gold,13.5632665,100.30060119999999,ChIJEwxGU5XH4jARGlUxgaJwPCA,57 37 หมู่ที่ 4 ถ. เอกชัย ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D025,3,"same coords, same place_id"
ห้องเย็นปิติชัย วังน้อย,111,,ห้องเย็นปิติชัย วังน้อย,14.2725639,100.8002784,ChIJSegdqCqOHTERwgFiuABC-Hw,85 หมู่1 ถ. พหลโยธิน ตำบล สนับทึบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170,places,low,,,D055,3,"same coords, same place_id"
ห้องเย็นศักดิ์สวัส,110,,ห้องเย็นศักดิ์สวัส,13.5775148,100.3096417,ChIJNwT7Cxy54jARqZ0Smy2NSHE,H8H5+2V2 ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D067,2,"same coords, same place_id"
คาร์กิลล์ โคราช,109,,คาร์กิลล์ โคราช,14.730896800000002,102.40361519999999,ChIJwRi7VKVfGTERClkU96Mzdeo,"70 หมู่ ที่ 8, ถ.โชคชัย - เดชอุดม คลองเมือง ตำบล บ้านใหม่ อำเภอหนองบุญมาก นครราชสีมา 30410",places,medium,,,,,
เฟรชมีท (หมูซีก),107,,หมูซีก เฟรชมีท,13.8083238,100.19697409999999,ChIJF4brrm3s4jAR1VC2gQiOabw,91 ตำบล งิ้วราย อำเภอนครชัยศรี นครปฐม 73120,places,medium,,,D076,3,"same coords, same place_id"
เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,107,,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,13.7135611,100.4800478,ChIJr7tapGCY4jARq1_kGCoQMf0,129 ถ. รัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600,places,high,,,,,
พนัสโพลทรี่,106,,พนัสโพลทรี่,13.3995295,101.21020779999999,ChIJ-_IWB4kuHTERrS31gkRwaHc,เทศบาลตำบลหมอนนาง อำเภอพนัสนิคม ชลบุรี 20140,places,high,,,D053,3,"same coords, same place_id"
Thai Beverage Can,105,,Thai Beverage Can,14.362036900000001,100.8424197,ChIJT4b_2a-THTERiyHFHTHXdPo,เขตประกอบการอุตสาหกรรม WHA 99/55 ตำบล หนองปลาหมอ อำเภอหนองแค สระบุรี 18140,places,high,,,,,
คลังชิน,102,,คลังชิน,13.5454473,99.8070602,ChIJl4kvAgEl4zARV2w58xWrsVE,118/1 ถ. เพชรเกษม ตำบล หน้าเมือง อำเภอเมืองราชบุรี ราชบุรี 70000,places,high,,,D064,4,"same coords, same place_id"
แพนฟู้ด (ท่าทราย),101,,ท่าทราย แพนฟู้ด,13.5672836,100.2595621,ChIJjRxFL37H4jAR0TCU5TKrulE,"71/9, 71/15 หมู่ 6 ซอยรุ่งปรีชา ถ. เศรษฐกิจ 1 ตำบล ท่าทราย อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000",places,high,,,D073,4,"same coords, same place_id"
Siam Premium Outlet (SPO),100,,SPO Siam Premium Outlet,13.7042091,100.83793179999999,ChIJcQ3OT1ppHTER4-KgFGghqec,"989, แขวงขุมทอง เขตลาดกระบัง สมุทรปราการ 10570",places,high,,,D041,3,"same coords, same place_id"
เซ็นทรัลพลาซา ชลบุรี CCB,100,,เซ็นทรัลพลาซา ชลบุรี CCB,13.336603499999999,100.969624,ChIJ42gbgZpKHTER7AfbdSJkYy8,เซ็นทรัล พลาซา ชลบุรี ชั้น1 โซนธนาคาร ตำบล เสม็ด อำเภอเมืองชลบุรี ชลบุรี 20000,places,high,,,,,
TCT,100,,TCT,13.7335592,100.60876970000001,ChIJv-4dey2e4jARzAfMnTH8pFg,เลขที่ 3 ซอย พัฒนาการ 20 แยก 5 แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,places,low,,,,,
คลังแห้ง G2,99,,คลังแห้ง G2,13.7056787,100.751688,ChIJk1zma_ZnHTERj-EPuxgTOpk,PQ42+7MG หนองปรือ อำเภอบางพลี สมุทรปราการ 10540,places,low,,,,,
ฟิวเจอร์ พาร์ค รังสิต,97,ฟิวเจอร์พาร์ค รังสิต,,,,,,,,,,,,
SCT,96,,ท่าเรือ สหไทย เทอร์มินอล พระประแดง,13.6552381,100.5437766,ChIJzcjud5qh4jAREwO1EPXB0MM,51/1 หมู่ 3 ถ. ปู่เจ้าสมิงพราย ตำบล บางหญ้าแพรก อำเภอพระประแดง สมุทรปราการ 10130,places,high,,,D079,2,"same coords, same place_id"
M - senko (Sushiro),96,,Sushiro M - senko,13.729972199999999,100.56881899999999,ChIJ1R00cA2f4jARy1Kw70JLm3w,ศูนย์การค้า ดิ เอ็มโพเรียม ห้องเลขที่ 4P01 ชั้น 4 622 ถ. สุขุมวิท แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,places,medium,,,,,
มากุโระ Route007,93,,มากุโระ Route007,13.8266859,100.6769279,ChIJTb0y7IxjHTERmXjZZTZ5B3A,"589/7-9 ศูนย์การค้าเดอะพรอมานาด ห้องเลขที่ P-2037, P-2037T 2038T P-2038, P ชั้นที่ 2 ถ. รามอินทรา คันนายาว เขตคันนายาว กรุงเทพมหานคร 10230",places,low,,,D045,4,"same coords, same place_id"
แฟชั่น ไอซ์แลน,93,แฟชั่น ไอซ์แลนด์,,,,,,,,,,,,
NICD,92,,NICD,13.732908799999999,100.76727129999999,ChIJc5uuJyJnHTER5y2QmCJeR6Y,PQM8+5W6 แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520,places,low,,,D062,3,"same coords, same place_id"
LCB B1,90,,LCB B1,13.0651757,100.89915769999999,ChIJW7hpr6a5AjERk7eGbeoMTm4,"1, Sukhumvit Road, Tambon Thungsukha, Amphoe Si Racha, Chon Buri, 20110, ตำบลทุ่งสุขลา อำเภอศรีราชา ชลบุรี 20230",places,high,,,D056,3,"same coords, same place_id"
